species,Genus,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Inference,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Batis_crypta,Batis,Platysteiridae,Passeriformes,14.7,6.9,4.8,3.5,19,59.7,7.1,52.1,12,35.3,12.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_dimorpha,Batis,Platysteiridae,Passeriformes,15.2,7.4,4.4,3.6,19.4,56.5,8,49.5,13.9,44.8,11.7,DataFromSplit,YES,Forest,Carnivore,Invertivore,Insessorial
Batis_diops,Batis,Platysteiridae,Passeriformes,14.9,6.9,5.1,3.6,19.9,62.7,7.4,55.3,11.9,41.7,12.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_erlangeri,Batis,Platysteiridae,Passeriformes,15.7,7.8,5.3,3.8,16.8,59.4,7.4,52,12.5,43,12.5,DataFromSplit,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_fratrum,Batis,Platysteiridae,Passeriformes,16,8.1,5.3,3.8,19.2,60,6.9,53.1,11.5,35.3,11.9,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_ituriensis,Batis,Platysteiridae,Passeriformes,12.4,6.6,4.5,3.4,13.2,49.5,4.8,44.6,9.8,33.2,10.7,EltonTraits_GenAvg,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_margaritae,Batis,Platysteiridae,Passeriformes,15.6,7.7,4.5,4,19.6,64.9,7.4,57.5,11.4,47.2,11.7,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_minima,Batis,Platysteiridae,Passeriformes,13.2,7,4.3,3.4,13.4,48.6,4.5,44.1,9.2,38.8,10,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_minor,Batis,Platysteiridae,Passeriformes,15,7.8,5.3,3.8,16.8,57.6,7.5,49.8,13,41.5,12.5,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_minulla,Batis,Platysteiridae,Passeriformes,14.3,7,4.9,3.6,17,52.9,6.2,46.8,11.7,37.1,9.9,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_mixta,Batis,Platysteiridae,Passeriformes,15.3,7.3,5.1,3.5,18.3,60.5,8.3,52.2,13.8,34.3,12.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_molitor,Batis,Platysteiridae,Passeriformes,15,7.7,4.9,3.5,17.9,59.8,8.5,51.2,14.2,42.8,11.6,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_occulta,Batis,Platysteiridae,Passeriformes,12.2,6.8,4.3,3.6,13.2,49.2,5.7,43.5,11.6,33.1,9,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_orientalis,Batis,Platysteiridae,Passeriformes,14.7,7.4,5,3.5,17.2,56.8,7,49.8,12.2,39.9,11.1,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Batis_perkeo,Batis,Platysteiridae,Passeriformes,14.1,7.4,4.4,3.5,16.6,51.3,6.3,45,12.3,34.4,6.9,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_poensis,Batis,Platysteiridae,Passeriformes,15.1,7.2,5.2,3.9,15.6,51.2,5.5,45.7,10.6,30.7,9.6,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_pririt,Batis,Platysteiridae,Passeriformes,14.4,7,4.5,3.2,18.3,53.8,7.4,46.4,13.8,39.5,9.3,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Batis_reichenowi,Batis,Platysteiridae,Passeriformes,16,7.5,5.4,3.8,18.5,59.9,6.7,53.2,11.2,33.1,12.2,DataFromSplit,NO,Forest,Carnivore,Invertivore,Insessorial
Batis_senegalensis,Batis,Platysteiridae,Passeriformes,14.8,7.9,5.3,3.6,16.6,54.5,7.7,46.8,14.1,40.9,9.6,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Batis_soror,Batis,Platysteiridae,Passeriformes,14.6,7.6,4.8,3.4,16.6,54.1,6.7,47.5,12.3,37,9.5,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Dyaphorophyia_ansorgei,Dyaphorophyia,Platysteiridae,Passeriformes,13.9,7.8,4.9,3.9,16,57.6,8.3,49.7,14.2,27.3,11.4,DataFromSplit,YES,Forest,Carnivore,Invertivore,Insessorial
Dyaphorophyia_blissetti,Dyaphorophyia,Platysteiridae,Passeriformes,15,7.8,5.5,4.2,18.1,52.3,3.6,48.4,7,24.5,11,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Dyaphorophyia_castanea,Dyaphorophyia,Platysteiridae,Passeriformes,16.2,8.7,5.4,4.1,16,60,6,54,10.1,26.2,14.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Dyaphorophyia_chalybea,Dyaphorophyia,Platysteiridae,Passeriformes,15.1,7.5,6.1,3.2,18.7,51.3,4.4,46.9,8.5,23.6,11,Inferred,YES,Forest,Carnivore,Invertivore,Insessorial
Dyaphorophyia_concreta,Dyaphorophyia,Platysteiridae,Passeriformes,13.9,7.8,4.9,3.9,16,58,8.3,49.7,14.2,29.8,11.4,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Dyaphorophyia_hormophora,Dyaphorophyia,Platysteiridae,Passeriformes,16.2,8.7,5.4,4.1,16,60,6,54,10.1,26.2,14.1,DataFromSplit,YES,Forest,Carnivore,Invertivore,Insessorial
Dyaphorophyia_jamesoni,Dyaphorophyia,Platysteiridae,Passeriformes,15.2,7.8,5.8,3.5,18.1,54,4.7,49.3,8.8,24,11,Inferred,YES,Forest,Carnivore,Invertivore,Insessorial
Dyaphorophyia_tonsa,Dyaphorophyia,Platysteiridae,Passeriformes,14.4,8,5.1,3.6,15.5,54.2,5.3,48.5,9.8,24.2,11.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Lanioturdus_torquatus,Lanioturdus,Platysteiridae,Passeriformes,20.8,9.9,5.2,4.8,30.6,85.4,13.2,72.4,15.4,45.8,29,Dunning,NO,Woodland,Carnivore,Invertivore,Generalist
Platysteira_albifrons,Platysteira,Platysteiridae,Passeriformes,16.4,8.8,6,4,17.9,60.9,7.1,53.8,11.7,52,12.2,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Platysteira_cyanea,Platysteira,Platysteiridae,Passeriformes,17.7,9.4,6.2,4,19.5,64.2,7.3,56.9,11.4,49.9,14.6,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Platysteira_laticincta,Platysteira,Platysteiridae,Passeriformes,16.5,7.3,6,3.7,19.7,66.7,7.3,59.5,10.9,49.5,13.7,EltonTraits_Other,NO,Forest,Carnivore,Invertivore,Insessorial
Platysteira_peltata,Platysteira,Platysteiridae,Passeriformes,17.3,8.7,5.8,4,19.1,65.2,7.6,57.6,11.6,52.1,13.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Amblyospiza_albifrons,Amblyospiza,Ploceidae,Passeriformes,19.8,13.2,9.2,14.9,22.4,90.9,15,74.8,16.8,65.8,41.6,Dunning,NO,Woodland,Omnivore,Omnivore,Insessorial
Anaplectes_jubaensis,Anaplectes,Ploceidae,Passeriformes,19,11.9,5.7,6.5,19.3,82.8,15.8,67,19.1,55.4,22.6,DataFromSplit,YES,Woodland,Carnivore,Invertivore,Insessorial
Anaplectes_leuconotos,Anaplectes,Ploceidae,Passeriformes,19,11.9,5.7,6.5,19.3,82.8,15.8,67,19.1,55.4,22.6,DataFromSplit,NO,Woodland,Carnivore,Invertivore,Insessorial
Anaplectes_rubriceps,Anaplectes,Ploceidae,Passeriformes,17.6,11.6,5.4,6,19.6,79.8,15.4,63.8,19.5,50.6,22.6,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Brachycope_anomala,Brachycope,Ploceidae,Passeriformes,14.1,9.1,5.2,7.2,18,59.2,6.4,52.8,10.9,28.9,25.3,Dunning,NO,Riverine,Herbivore,Granivore,Terrestrial
Bubalornis_albirostris,Bubalornis,Ploceidae,Passeriformes,24.4,14.9,9.2,12.3,28.2,114.2,23.4,90.9,20.4,98,61.9,Dunning,NO,Woodland,Omnivore,Omnivore,Terrestrial
Bubalornis_niger,Bubalornis,Ploceidae,Passeriformes,23.4,13.8,8,10.3,30.3,115.9,22.9,92.5,19.9,100.1,76.2,Dunning,NO,Woodland,Omnivore,Invertivore,Terrestrial
Dinemellia_dinemelli,Dinemellia,Ploceidae,Passeriformes,23.5,15.1,8.7,12.2,30,117.1,22,94.4,18.8,76.9,63.9,Dunning,NO,Grassland,Omnivore,Invertivore,Terrestrial
Euplectes_afer,Euplectes,Ploceidae,Passeriformes,13.5,8.6,5.1,6.7,16.1,55,11.2,43.1,20.6,32,14.3,Dunning,NO,Wetland,Herbivore,Granivore,Terrestrial
Euplectes_albonotatus,Euplectes,Ploceidae,Passeriformes,14.3,9.7,6.3,7.3,20.8,72.7,11.3,61.3,15.7,63.2,21.1,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_ardens,Euplectes,Ploceidae,Passeriformes,14.8,9.3,6,6.8,21.8,71,13.1,57.4,18.7,126.5,19,Dunning,NO,Grassland,Herbivore,Omnivore,Generalist
Euplectes_aureus,Euplectes,Ploceidae,Passeriformes,16.4,11.5,6.9,9.7,21,67.9,11,56.6,16.2,40.4,25,Updated_literature,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_axillaris,Euplectes,Ploceidae,Passeriformes,17.1,10.9,5.8,8.5,24.4,85.3,12.8,71,15.3,65.4,25.1,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_capensis,Euplectes,Ploceidae,Passeriformes,16.2,11.7,7.1,9.9,23.2,75.6,12.8,61.4,17,54.2,30.5,Dunning,NO,Grassland,Omnivore,Granivore,Terrestrial
Euplectes_diadematus,Euplectes,Ploceidae,Passeriformes,12.7,7.9,5.2,7,18,58.9,11.3,47.5,19.2,34.5,13.9,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_franciscanus,Euplectes,Ploceidae,Passeriformes,13.1,8.2,5,6.4,17.8,58.6,9.9,48,17.2,35.7,16,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_gierowii,Euplectes,Ploceidae,Passeriformes,18.4,11.5,6.2,8.6,24.7,77.9,7.2,70.7,9.2,55,28.3,Dunning,NO,Grassland,Omnivore,Granivore,Terrestrial
Euplectes_hartlaubi,Euplectes,Ploceidae,Passeriformes,18.4,11.2,6.8,9.5,25.8,101.5,17.9,83.7,17.7,129.5,35.5,EltonTraits_Model,NO,Wetland,Herbivore,Omnivore,Terrestrial
Euplectes_hordeaceus,Euplectes,Ploceidae,Passeriformes,16.7,11.2,7,8.9,21.3,73,9.7,63.2,13.3,44.2,19.4,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_jacksoni,Euplectes,Ploceidae,Passeriformes,18.1,10.6,6.6,9.2,26.7,86.6,14.1,71.9,16.4,50.8,37,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_laticauda,Euplectes,Ploceidae,Passeriformes,12.8,9.3,6,6.8,21.8,71,13.1,57.4,18.7,126.5,19,DataFromSplit,YES,Grassland,Herbivore,Omnivore,Generalist
Euplectes_macroura,Euplectes,Ploceidae,Passeriformes,16.2,10.6,5.6,7.7,21.6,78,10.5,67.5,13.6,96.6,21.7,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_nigroventris,Euplectes,Ploceidae,Passeriformes,12.7,8.3,5.2,7,16.3,56.5,10.1,46.4,17.9,31.1,12.5,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_orix,Euplectes,Ploceidae,Passeriformes,15.6,10,5.8,7.8,19.9,71,15.6,53.7,22.5,41.6,23,Dunning,NO,Grassland,Omnivore,Granivore,Terrestrial
Euplectes_progne,Euplectes,Ploceidae,Passeriformes,17.9,11.1,6.8,8.7,24.8,120.4,17.6,97.4,16.3,239.2,35.1,Dunning,NO,Grassland,Herbivore,Granivore,Terrestrial
Euplectes_psammacromius,Euplectes,Ploceidae,Passeriformes,17.2,11.1,7.1,8.8,25,95,13,82,13.9,142.8,35.5,Dunning,NO,Grassland,Omnivore,Omnivore,Terrestrial
Foudia_aldabrana,Foudia,Ploceidae,Passeriformes,17.6,11.9,5.9,9.2,21.7,76.8,13.9,62.8,18.2,52.2,24.5,DataFromSplit,NO,Forest,Carnivore,Invertivore,Insessorial
Foudia_consobrina,Foudia,Ploceidae,Passeriformes,18.2,12,5.8,8.4,21.1,80,13.9,65.4,17.5,50.8,24.5,DataFromSplit,YES,Forest,Carnivore,Invertivore,Insessorial
Foudia_eminentissima,Foudia,Ploceidae,Passeriformes,18.2,12,5.8,8.4,21.1,80,13.9,65.4,17.5,50.8,24.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Foudia_flavicans,Foudia,Ploceidae,Passeriformes,16.1,10.3,4.8,6.1,20.4,66,11.7,53.6,17.9,49.6,15.3,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Foudia_madagascariensis,Foudia,Ploceidae,Passeriformes,14.2,8.6,5.2,7.2,17.9,63.3,10,52.9,16,48.5,16.6,Dunning,NO,Woodland,Herbivore,Granivore,Insessorial
Foudia_omissa,Foudia,Ploceidae,Passeriformes,15.4,10.3,5.7,7.6,19,67.5,12.6,54.9,18.8,49.5,18.9,Dunning,NO,Forest,Herbivore,Omnivore,Insessorial
Foudia_rubra,Foudia,Ploceidae,Passeriformes,16.4,11.1,5,6.7,20.9,66.6,11.9,54.7,17.9,41,17.7,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Foudia_sechellarum,Foudia,Ploceidae,Passeriformes,16.9,11.2,4.9,6.7,19.4,66.6,8.5,58,12.8,46.2,17.1,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Histurgops_ruficauda,Histurgops,Ploceidae,Passeriformes,22,13.1,6.6,9.4,27.7,118.8,24.6,94.2,20.7,94.2,69,Dunning,NO,Shrubland,Omnivore,Omnivore,Terrestrial
Malimbus_ballmanni,Malimbus,Ploceidae,Passeriformes,23.8,12,5.7,8.4,20.7,85,12.5,72.5,14.7,58,63,EltonTraits_Model,NO,Forest,Carnivore,Invertivore,Insessorial
Malimbus_cassini,Malimbus,Ploceidae,Passeriformes,19.4,11.2,5.6,7.1,21.1,88.7,19.6,68,22.4,54.2,35,Updated_literature,NO,Forest,Carnivore,Invertivore,Insessorial
Malimbus_coronatus,Malimbus,Ploceidae,Passeriformes,18.7,11.6,5.5,6.9,20.9,84.2,13.5,70.5,16.1,61.9,32,Updated_literature,NO,Forest,Carnivore,Invertivore,Insessorial
Malimbus_erythrogaster,Malimbus,Ploceidae,Passeriformes,23.5,13.8,6.8,8.7,21.8,87.3,15.6,71.7,17.9,53.3,45,Updated_literature,NO,Forest,Carnivore,Invertivore,Insessorial
Malimbus_ibadanensis,Malimbus,Ploceidae,Passeriformes,22.6,12.9,6.4,8.2,22.8,90,15.2,74.8,17,55,38.8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Malimbus_malimbicus,Malimbus,Ploceidae,Passeriformes,20.4,11.9,6.6,8,20.9,79.5,12.3,66.5,15.6,59.5,36.1,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Malimbus_nitens,Malimbus,Ploceidae,Passeriformes,20.2,12.7,6.1,7.4,20.8,83.9,11.7,70.4,14.2,55.4,37.8,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Malimbus_racheliae,Malimbus,Ploceidae,Passeriformes,19.1,10.9,5.3,7.1,19.1,77,15.7,60.8,20.6,48.8,26,Updated_literature,NO,Forest,Carnivore,Invertivore,Insessorial
Malimbus_rubricollis,Malimbus,Ploceidae,Passeriformes,24.2,15,7.1,9,25.3,101.8,21.2,80.6,20.8,60.3,42.2,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Malimbus_scutatus,Malimbus,Ploceidae,Passeriformes,17.6,10.5,5.3,7,21.2,90.6,19.9,70.6,22,53.8,30,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Philetairus_socius,Philetairus,Ploceidae,Passeriformes,16.7,10.7,5.8,8.6,19.5,72.3,11.8,61.4,16,47.6,27.4,Dunning,NO,Desert,Omnivore,Omnivore,Terrestrial
Plocepasser_donaldsoni,Plocepasser,Ploceidae,Passeriformes,20.4,13.7,6.4,8.5,22.5,90.9,11.8,78.6,13.1,54.4,39.9,Dunning,NO,Shrubland,Omnivore,Omnivore,Terrestrial
Plocepasser_mahali,Plocepasser,Ploceidae,Passeriformes,18,10.8,5.7,7.9,23.3,97.2,18,79.3,18.4,61.1,41.5,Dunning,NO,Woodland,Omnivore,Omnivore,Terrestrial
Plocepasser_rufoscapulatus,Plocepasser,Ploceidae,Passeriformes,19.1,10.5,5.4,8.1,20.2,94.2,13,81.2,13.8,68,44.6,Dunning,NO,Woodland,Omnivore,Granivore,Terrestrial
Plocepasser_superciliosus,Plocepasser,Ploceidae,Passeriformes,17.9,10.8,5.4,7.8,21.3,89.4,15.4,74.1,17.2,66.4,37.1,Dunning,NO,Woodland,Omnivore,Granivore,Terrestrial
Ploceus_albinucha,Ploceus,Ploceidae,Passeriformes,18.9,12.8,6.4,7.2,18.9,79.9,16.1,63.8,20.2,46.6,27.2,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ploceus_alienus,Ploceus,Ploceidae,Passeriformes,18.3,11.6,5.8,6.4,19.1,68.2,9,58.5,13.3,54.6,22.2,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Ploceus_angolensis,Ploceus,Ploceidae,Passeriformes,17.6,11.1,4.5,5.9,17.1,80,22.1,57.9,27.6,44,26.6,EltonTraits_GenAvg,NO,Woodland,Carnivore,Invertivore,Insessorial
Ploceus_aurantius,Ploceus,Ploceidae,Passeriformes,17.3,10.5,5,6.1,18.9,69.6,13.3,55.6,19.4,44.4,23,Dunning,NO,Wetland,Omnivore,Omnivore,Insessorial
Ploceus_aureonucha,Ploceus,Ploceidae,Passeriformes,19.1,12.2,5.6,6.2,18.7,79,17,62,21.5,46,26.6,EltonTraits_GenAvg,NO,Forest,Omnivore,Omnivore,Insessorial
Ploceus_badius,Ploceus,Ploceidae,Passeriformes,17.4,11.8,5.8,7.5,19.7,72,13.9,58,19.5,45.8,22,Updated_literature,NO,Grassland,Herbivore,Granivore,Insessorial
Ploceus_baglafecht,Ploceus,Ploceidae,Passeriformes,19.5,12.4,6.7,8.1,23.3,79,13,66,16.5,57.3,31.6,Dunning,NO,Shrubland,Carnivore,Invertivore,Insessorial
Ploceus_bannermani,Ploceus,Ploceidae,Passeriformes,20.5,11.9,6.6,8.4,23.1,75.1,11.1,64,14.8,54.9,30.8,Dunning,NO,Forest,Omnivore,Omnivore,Insessorial
Ploceus_batesi,Ploceus,Ploceidae,Passeriformes,18,11.2,5.9,7.5,17.1,72.5,12.3,60.2,17,53.5,26.6,EltonTraits_GenAvg,NO,Forest,Carnivore,Invertivore,Insessorial
Ploceus_benghalensis,Ploceus,Ploceidae,Passeriformes,16.9,11.4,6.4,8.5,19.7,68.8,15.4,53.6,22.2,44,19.8,Dunning,NO,Wetland,Herbivore,Granivore,Insessorial
Ploceus_bertrandi,Ploceus,Ploceidae,Passeriformes,20.8,13.5,6.9,8.8,23.6,79.6,13.2,65.6,16.7,58.8,39,Dunning,NO,Woodland,Omnivore,Invertivore,Insessorial
Ploceus_bicolor,Ploceus,Ploceidae,Passeriformes,20.6,13.1,6.8,8.3,22.8,83.9,13.1,70.4,15.7,53.5,34.5,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Ploceus_bojeri,Ploceus,Ploceidae,Passeriformes,17.2,11.1,5.9,7.9,21.6,74.2,13.9,60.5,18.7,52.2,22.4,Dunning,NO,Woodland,Omnivore,Omnivore,Insessorial
Ploceus_brachypterus,Ploceus,Ploceidae,Passeriformes,18,11.3,6.1,7.1,20.8,74.6,11.6,63.1,15.4,56,27.1,DataFromSplit,YES,Woodland,Carnivore,Invertivore,Insessorial
Ploceus_burnieri,Ploceus,Ploceidae,Passeriformes,17.7,11.1,6.1,7.9,23.1,70.2,7.3,62.9,10.5,43.2,18,Dunning,YES,Wetland,Herbivore,Granivore,Insessorial
Ploceus_capensis,Ploceus,Ploceidae,Passeriformes,22.5,15.2,6.5,7.7,25,89.8,22.5,66.2,25.4,55.8,44,Dunning,NO,Woodland,Omnivore,Omnivore,Generalist
Ploceus_castaneiceps,Ploceus,Ploceidae,Passeriformes,17.9,10.9,5.7,7.2,22.8,73.4,11.9,61.5,16.3,52.8,18.5,Dunning,NO,Wetland,Herbivore,Granivore,Insessorial
Ploceus_castaneofuscus,Ploceus,Ploceidae,Passeriformes,19.8,13.2,7,8.9,21.9,82.1,15.4,66.4,18.9,53.2,34.3,DataFromSplit,YES,Woodland,Omnivore,Invertivore,Insessorial
Ploceus_castanops,Ploceus,Ploceidae,Passeriformes,18.1,12.2,5.3,6.9,22.6,69,11,58,16,45.5,21.4,Dunning,NO,Wetland,Herbivore,Granivore,Insessorial
Ploceus_cucullatus,Ploceus,Ploceidae,Passeriformes,20.3,14.6,8.3,10.1,23,82.6,16,66.6,19.4,48.6,36.1,Dunning,NO,Woodland,Herbivore,Granivore,Insessorial
Ploceus_dichrocephalus,Ploceus,Ploceidae,Passeriformes,16.8,11.4,5.8,7.5,21.4,72,11.3,60.6,15.8,49,18.5,Dunning,NO,Wetland,Herbivore,Granivore,Insessorial
Ploceus_dorsomaculatus,Ploceus,Ploceidae,Passeriformes,18.6,11.2,5.7,6.9,19.9,80,18.1,61.8,22.7,49.5,26.6,EltonTraits_GenAvg,NO,Forest,Carnivore,Invertivore,Insessorial
Ploceus_flavipes,Ploceus,Ploceidae,Passeriformes,18,10.8,5.6,6.3,18.8,77,15.2,61.8,19.7,42.5,46.3,EltonTraits_GenAvg,NO,NA,Carnivore,Invertivore,Insessorial
Ploceus_galbula,Ploceus,Ploceidae,Passeriformes,15.8,10.4,5.8,7.6,20,71.4,12.6,58.6,17.7,47.8,21.7,Dunning,NO,Grassland,Herbivore,Granivore,Insessorial
Ploceus_golandi,Ploceus,Ploceidae,Passeriformes,17,11.2,5.5,6,20.1,71.4,15.4,55.6,21.7,47.7,23.5,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ploceus_grandis,Ploceus,Ploceidae,Passeriformes,28.3,19.9,8.9,11.3,29.3,106.8,20.9,85.9,19.6,70.2,63.5,Dunning,NO,Forest,Herbivore,Granivore,Insessorial
Ploceus_heuglini,Ploceus,Ploceidae,Passeriformes,17.4,11.9,6.6,7.5,18.3,73.2,16.5,55.5,23,41,22.8,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Ploceus_hypoxanthus,Ploceus,Ploceidae,Passeriformes,17,11.9,8.2,11,20.8,66.9,10.7,56.2,15.9,49.9,18.6,Dunning,NO,Wetland,Herbivore,Granivore,Insessorial
Ploceus_insignis,Ploceus,Ploceidae,Passeriformes,18,9.8,4.6,5.8,19.9,83.5,16,66.9,19.3,48.4,27.5,Dunning,NO,Forest,Omnivore,Invertivore,Insessorial
Ploceus_intermedius,Ploceus,Ploceidae,Passeriformes,16.6,10.9,5.8,6.5,20.9,68.8,14.1,54.6,20.6,45.4,20.6,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Ploceus_jacksoni,Ploceus,Ploceidae,Passeriformes,15.8,10.1,5.4,6.9,20.3,71,13.2,57.9,18.5,47,23.4,Dunning,NO,Wetland,Herbivore,Granivore,Insessorial
Ploceus_katangae,Ploceus,Ploceidae,Passeriformes,15,9.7,5.4,6.9,18.7,65.2,12.8,52.4,19.6,44.5,18.5,Updated_literature,NO,Wetland,Herbivore,Granivore,Insessorial
Ploceus_luteolus,Ploceus,Ploceidae,Passeriformes,13.6,8.5,4.7,5.7,16.7,62.6,10.3,53,16.3,43.2,15.1,Dunning,NO,Woodland,Omnivore,Granivore,Insessorial
Ploceus_manyar,Ploceus,Ploceidae,Passeriformes,16.8,11.8,7.1,9.2,20.1,67.8,14.2,53.5,21,43.5,17.4,Dunning,NO,Shrubland,Herbivore,Granivore,Insessorial
Ploceus_megarhynchus,Ploceus,Ploceidae,Passeriformes,22.1,15.2,7.3,10.8,24.1,77,16.5,60.5,21.4,57.5,34.3,Dunning,NO,Grassland,Herbivore,Granivore,Insessorial
Ploceus_melanocephalus,Ploceus,Ploceidae,Passeriformes,16.2,10.9,5.8,7.3,20.5,72,13.1,58.9,18.3,46.8,23,Dunning,NO,Wetland,Omnivore,Granivore,Insessorial
Ploceus_melanogaster,Ploceus,Ploceidae,Passeriformes,19,12.6,5.4,6.1,20.3,69.2,7.6,61.7,10.9,48,22.4,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ploceus_nelicourvi,Ploceus,Ploceidae,Passeriformes,17.8,10.5,5.5,7.9,20,73.5,12.4,61,16.8,51.8,23.8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ploceus_nicolli,Ploceus,Ploceidae,Passeriformes,18.1,11.3,4.8,6,18.8,83.8,18.4,64.6,22.2,49.2,29.8,Dunning,NO,Forest,Carnivore,Invertivore,Insessorial
Ploceus_nigerrimus,Ploceus,Ploceidae,Passeriformes,19.8,13.2,7,8.9,21.9,82.1,15.4,66.4,18.9,53.2,34.3,Dunning,NO,Woodland,Omnivore,Invertivore,Insessorial
Ploceus_nigricollis,Ploceus,Ploceidae,Passeriformes,18,11.3,6.1,7.1,20.8,74.6,11.6,63.1,15.4,56,27.1,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Ploceus_nigrimentus,Ploceus,Ploceidae,Passeriformes,21,12.6,5.8,8.5,26.9,87,16.5,70.5,19,66.5,26.6,EltonTraits_GenAvg,NO,Shrubland,Omnivore,Omnivore,Insessorial
Ploceus_ocularis,Ploceus,Ploceidae,Passeriformes,20,13.1,5.3,6.8,21.6,73.6,10.6,62.2,14.6,59,25.2,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Ploceus_olivaceiceps,Ploceus,Ploceidae,Passeriformes,18.2,11.1,4.6,5.5,19.5,81.8,23.3,58.7,28.4,44.6,20.8,Dunning,NO,Woodland,Carnivore,Invertivore,Insessorial
Ploceus_pelzelni,Ploceus,Ploceidae,Passeriformes,16.4,10.1,4.3,4.9,19.2,62.7,8.5,54.1,13.6,43.6,12.7,Dunning,NO,Wetland,Carnivore,Invertivore,Insessorial
