species,Order,Family,Genus,Jetz_Order,Jetz_Family,Jetz_Genus,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,ExtinctionType,ExtinctionPeriod,ExtinctionPeriodMap,IslandEndemic,Isl_group_map,LAT,LON,Isl_group_map2,LAT2,LON2,Isl_group_map3,LAT3,LON3
Nycticorax_sp_Mangaia,Pelecaniformes,Ardeidae,Nycticorax,PELECANIFORMES,Ardeidae,Nycticorax,82.44,57.11,14.22,19.73,80.48,297.8,89.27,107.44,833,EX_A,EX_Other,EX_Other,Yes,Cook Islands,-20.219417,-158.905882,NA,NA,NA,NA,NA,NA
Oraristrix_brea,Strigiformes,Strigidae,Oraristrix,STRIGIFORMES,Strigidae,Strix,41.82,24.17,13.14,22.38,61.64,325.66,80.59,171.11,796.62,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Oreopholus_orcesi,Charadriiformes,Charadriidae,Oreopholus,CHARADRIIFORMES,Charadriidae,Oreopholus,31,17.25,3.78,4.47,43.12,163.44,79.44,75.05,123.12,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Ornimegalonyx_ewingi,Strigiformes,Strigidae,Ornimegalonyx,STRIGIFORMES,Strigidae,Extinct,73.49,42.99,21.52,37.97,111.75,391.21,100.5,246.68,5810,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Ornimegalonyx_oteroi,Strigiformes,Strigidae,Ornimegalonyx,STRIGIFORMES,Strigidae,Extinct,88.05,50.23,24.22,43.4,143.66,459.86,106.58,295.67,8300,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Orthiospiza_howarthi,Passeriformes,Fringillidae,Orthiospiza,PASSERIFORMES,Fringillidae,Extinct,20.22,13.2,7.11,9.07,24.75,100.79,22.58,75.47,42.11,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Orthonyx_hypsilophus,Passeriformes,Orthonychidae,Orthonyx,PASSERIFORMES,Orthonychidae,Orthonyx,22.54,11.77,5.35,6.89,40.7,114.42,12.3,102.37,153.61,EX_A,EX_Other,EX_Other,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Orthonyx_wakefieldi,Passeriformes,Orthonychidae,Orthonyx,PASSERIFORMES,Orthonychidae,Orthonyx,18.64,9.68,4.48,5.64,34.16,95.56,10.51,85.54,86.62,EX_A,EX_Other,EX_Other,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Oscaravis_olsoni,Cathartiformes,Teratornithidae,Oscaravis,ACCIPITRIFORMES,Extinct,Extinct,98.67,58.27,24.63,31.7,120.68,665.27,171.13,407.15,8423.81,EX_U,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Otus_frutuosoi,Strigiformes,Strigidae,Otus,STRIGIFORMES,Strigidae,Otus,20.97,12.44,6.5,11.24,30.77,141.55,40.22,70.8,144,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Otus_mauli,Strigiformes,Strigidae,Otus,STRIGIFORMES,Strigidae,Otus,22.29,13.1,6.76,11.77,32.52,156.28,45.47,75.54,152,EX_A,EX_Other,EX_Other,Yes,Madeira,32.764014,-16.932176,NA,NA,NA,NA,NA,NA
Oxyura_vantetsi,Anseriformes,Anatidae,Oxyura,ANSERIFORMES,Anatidae,Oxyura,42.48,26.46,18.44,13.96,35.85,197.51,62.26,65.97,730.93,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Pachyornis_australis,Dinornithiformes,Emeidae,Pachyornis,Extinct,Extinct,Extinct,74.02,29.88,32.12,38.07,220.26,357.09,18.17,91.15,116100,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Pachyornis_elephantopus,Dinornithiformes,Emeidae,Pachyornis,Extinct,Extinct,Extinct,83.32,34.55,37.35,45.06,252.12,416.9,21.53,106.29,217900,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Pachyornis_geranoides,Dinornithiformes,Emeidae,Pachyornis,Extinct,Extinct,Extinct,55.56,21.37,23.89,27.64,177.43,278.11,13.98,70.8,36500,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Pachyplichas_jagmi,Passeriformes,Acanthisittidae,Pachyplichas,PASSERIFORMES,Acanthisittidae,Extinct,17.05,9.78,3.76,3.63,24.83,50.87,7.02,28.42,30.54,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Pachyplichas_yaldwyni,Passeriformes,Acanthisittidae,Pachyplichas,PASSERIFORMES,Acanthisittidae,Extinct,19.63,11.35,4.33,4.22,28.01,58.37,8.48,33.08,50,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Pampagyps_imperator,Cathartiformes,Cathartidae,Pampagyps,ACCIPITRIFORMES,Cathartidae,Extinct,73.79,41.25,19.87,23.49,97.61,517.74,147.18,285.88,4178.48,EX_U,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Pandanaris_convexa,Passeriformes,Icteridae,Pandanaris,PASSERIFORMES,Icteridae,Extinct,26.05,17.11,6.09,8.33,29.3,112.61,22.75,89.44,56,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Pandanaris_floridana,Passeriformes,Icteridae,Pandanaris,PASSERIFORMES,Icteridae,Extinct,26.86,17.66,6.25,8.54,29.95,115.58,23.34,91.9,59.26,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Pareudiastes_sp_Buka,Gruiformes,Rallidae,Pareudiastes,GRUIFORMES,Rallidae,Gallinula,37.07,20.06,5.54,10.2,50.94,135.76,17.82,44.8,450,EX_A,EX_Other,EX_Other,Yes,Solomons Islands,-9.297116,160.4441,NA,NA,NA,NA,NA,NA
Paroreomyza_flammea,Passeriformes,Fringillidae,Paroreomyza,PASSERIFORMES,Fringillidae,Paroreomyza,15.43,10.25,3.52,3.98,20.95,61,11.7,50.25,12.8,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Pedinorhis_stirpsarcana,Passeriformes,Emberizidae,Pedinorhis,PASSERIFORMES,Emberizidae,Extinct,17.63,10.23,4.91,5.86,26.86,96.15,17.82,81.12,34.66,EX_U,EX_Other,EX_Other,Yes,Hispaniola & Puerto Rico,18.622502,-69.234426,NA,NA,NA,NA,NA,NA
Pezophaps_solitaria,Columbiformes,Columbidae,Pezophaps,COLUMBIFORMES,Columbidae,Extinct,62.71,30.68,14.12,22.44,116.49,432.97,52.35,418.66,4078.71,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Phalcoboenus_napieri,Falconiformes,Falconidae,Phalcoboenus,FALCONIFORMES,Falconidae,Phalcoboenus,42.76,26.85,14.4,20.45,71.75,361.45,168.27,238.14,852.05,EX_U,EX_Other,EX_Other,Yes,Falkland Islands,-51.791597,-59.514055,NA,NA,NA,NA,NA,NA
Phasianus_yanshansis,Galliformes,Phasianidae,Phasianus,GALLIFORMES,Phasianidae,Phasianus,35.7,18.37,11.4,12.6,63.83,284.17,56.75,273.46,941.1,EX_A,EX_Other,EX_Other,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Philydor_novaesi,Passeriformes,Furnariidae,Philydor,PASSERIFORMES,Furnariidae,Philydor,18.77,12.2,4.55,6.1,20.85,94,18,87.5,34,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Phoenicopterus_copei,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicopterus,123.53,92.34,22.02,33.32,232.12,425.21,160.26,152.57,3031.59,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Phorusrhacidae_sp_Uruguay,Cariamiformes,Phorusrhacidae,Phorusrhacidae,CARIAMIFORMES,Extinct,Extinct,121.11,72.41,23.22,36.82,184.74,560.03,64.63,470.38,10000,EX_U,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Pinguinus_impennis,Charadriiformes,Alcidae,Pinguinus,CHARADRIIFORMES,Alcidae,Extinct,84.7,67.57,16.26,39.3,59.6,160,56.66,73,1245.88,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Palearctic,57.499934,80.873219,NA,NA,NA,NA,NA,NA
Pipilo_angelensis,Passeriformes,Passerellidae,Pipilo,PASSERIFORMES,Emberizidae,Pipilo,17.78,10.95,6.4,7.97,27.86,88.37,11.48,90.37,41.89,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Pipilo_naufragus,Passeriformes,Passerellidae,Pipilo,PASSERIFORMES,Emberizidae,Pipilo,17.25,10.61,6.13,7.73,27.68,81.83,11.06,83.75,43.12,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Bermuda,32.312663,-64.741509,NA,NA,NA,NA,NA,NA
Pleistovultur_nevesi,Cathartiformes,Cathartidae,Pleistovultur,ACCIPITRIFORMES,Cathartidae,Extinct,74.15,40.92,19.57,22.98,97.79,519.62,147.77,280.79,3889.72,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Podiceps_andinus,Podicipediformes,Podicipedidae,Podiceps,PODICIPEDIFORMES,Podicipedidae,Podiceps,27,17.11,5.35,6.69,42.5,125.3,48.99,28.35,369.06,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Podilymbus_gigas,Podicipediformes,Podicipedidae,Podilymbus,PODICIPEDIFORMES,Podicipedidae,Podilymbus,33.6,17.23,7.93,15.2,44.93,139.4,32.55,38.5,507.33,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Podilymbus_wetmorei,Podicipediformes,Podicipedidae,Podilymbus,PODICIPEDIFORMES,Podicipedidae,Podilymbus,33.52,19.4,7.91,11.76,44.17,160.92,46.61,32.33,526.62,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Pomarea_fluxa,Passeriformes,Monarchidae,Pomarea,PASSERIFORMES,Monarchidae,Pomarea,17,9.82,4.3,4.28,24.85,80.72,16.27,72.83,21.34,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Pomarea_nukuhivae,Passeriformes,Monarchidae,Pomarea,PASSERIFORMES,Monarchidae,Pomarea,19.04,11.2,4.84,4.69,26.89,92.14,20.18,71.64,26.25,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Pomarea_pomarea,Passeriformes,Monarchidae,Pomarea,PASSERIFORMES,Monarchidae,Pomarea,19.8,11.28,5.37,4.95,25.83,91.46,17.89,75.51,25.4,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Poodytes_rufescens,Passeriformes,Locustellidae,Poodytes,PASSERIFORMES,Sylviidae,Megalurus,16.11,8.95,3.14,3.66,21.23,63,7.97,65.34,17.92,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Porphyrio_albus,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,35.45,21.43,7.59,14.02,54.27,165.51,42.37,77.38,341.24,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Lord Howe Islands,-31.579806,159.091911,NA,NA,NA,NA,NA,NA
Porphyrio_caerulescens,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,41.61,25.04,8.8,16.56,63.41,188.16,47.54,88.23,773.88,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Porphyrio_kukwiedei,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,37.94,22.97,8.2,15.76,66.31,168.99,43.43,87.42,548.77,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Caledonia,-21.369993,166.149178,NA,NA,NA,NA,NA,NA
Porphyrio_mantelli,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,53.68,32.26,11.81,23.88,88.02,257.29,52.86,127.9,1168.38,EX_IUCN,EX_IUCN,EX_IUCN,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Porphyrio_mcnabi,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,32.76,19.88,7.05,12.8,49.38,152.77,40.79,69.46,265.87,EX_A,EX_Other,EX_Other,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Porphyrio_paepae,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,33.25,20.04,7.09,13,49.92,155.82,41.19,70.38,268.09,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Porphyrio_sp_Mangaia,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,23.03,13.65,5.06,8.85,36.48,108.7,29.07,50.2,83.34,EX_A,EX_Other,EX_Other,Yes,Cook Islands,-20.219417,-158.905882,NA,NA,NA,NA,NA,NA
Porphyrio_sp_NewIreland,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,41.19,24.73,8.63,16.21,63.07,190.88,46.93,88.9,506,EX_A,EX_Other,EX_Other,Yes,Bismarck Archipelago,-5.6367,151.116865,NA,NA,NA,NA,NA,NA
Porphyrio_sp_Norfolk,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,47.21,28.42,9.78,18.68,71.39,217.26,52.56,101.63,773.88,EX_A,EX_Other,EX_Other,Yes,Norfolk Island,-29.037746,167.958311,NA,NA,NA,NA,NA,NA
Porphyrio_sp_Rota,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,32.16,19.19,6.87,12.52,49.9,150.32,38.35,69.83,235.1,EX_A,EX_Other,EX_Other,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Porphyrio_sp_Tinian,Gruiformes,Rallidae,Porphyrio,GRUIFORMES,Rallidae,Porphyrio,43.68,26.25,9.19,17.39,66.1,195.44,49.06,92.31,1000,EX_A,EX_Other,EX_Other,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Porzana_sp_Caicos,Gruiformes,Rallidae,Porzana,GRUIFORMES,Rallidae,Porzana,21.77,11.89,3.5,5.93,30.95,107.25,24.21,46.85,74.8,EX_A,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Porzana_sp_LongIsland,Gruiformes,Rallidae,Porzana,GRUIFORMES,Rallidae,Porzana,21.81,11.9,3.5,5.92,31.01,107.24,24.2,47.04,74.8,EX_U,EX_Other,EX_Other,Yes,"Bahamas, Turks and Caicos",23.358701,-75.150565,NA,NA,NA,NA,NA,NA
Procellariidae_sp_EasterIsland,Procellariiformes,Procellariidae,Procellariidae_sp.,PROCELLARIIFORMES,Procellariidae,NA,39.22,24.52,8.87,10.31,40.13,245.24,135.46,95.15,350.8,EX_A,EX_Other,EX_Other,Yes,Easter Island,-27.098473,-109.357475,NA,NA,NA,NA,NA,NA
Prosobonia_cancellata,Charadriiformes,Scolopacidae,Prosobonia,CHARADRIIFORMES,Scolopacidae,Prosobonia,20.27,12.5,3.05,3.45,24.32,106.5,33.95,57.8,46.17,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Line Islands,1.691923,-157.306187,NA,NA,NA,NA,NA,NA
Prosobonia_ellisi,Charadriiformes,Scolopacidae,Prosobonia,CHARADRIIFORMES,Scolopacidae,Prosobonia,21.78,12.96,2.42,3.48,24.94,95.57,36.77,52.38,36,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Prosobonia_leucoptera,Charadriiformes,Scolopacidae,Prosobonia,CHARADRIIFORMES,Scolopacidae,Prosobonia,20,12.18,2.25,3.19,29,112,40.86,54,33.99,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Society Islands,-17.208191,-151.278983,NA,NA,NA,NA,NA,NA
Prosobonia_sauli,Charadriiformes,Scolopacidae,Prosobonia,CHARADRIIFORMES,Scolopacidae,Prosobonia,25.92,15.32,2.83,4.28,29.94,111.83,41.29,58.54,66.36,EX_A,EX_Other,EX_Other,Yes,Pitcairn Islands,-24.367163,-128.327394,NA,NA,NA,NA,NA,NA
Prosobonia_sp_Mangaia,Charadriiformes,Scolopacidae,Prosobonia,CHARADRIIFORMES,Scolopacidae,Prosobonia,21.12,12.56,2.35,3.37,24.25,92.32,35.91,50.45,36,EX_A,EX_Other,EX_Other,Yes,Cook Islands,-20.219417,-158.905882,NA,NA,NA,NA,NA,NA
Psephotellus_pulcherrimus,Psittaciformes,Psittacidae,Psephotellus,PSITTACIFORMES,Psittacidae,Psephotus,15.85,12.1,9.2,13.6,16.35,124,37.75,166,58.02,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Pseudobulweria_sp_Gambier,Procellariiformes,Procellariidae,Pseudobulweria,PROCELLARIIFORMES,Procellariidae,Pseudobulweria,30.25,18.85,7.62,8.63,31.96,200.06,133.18,72.81,151.41,EX_A,EX_Other,EX_Other,Yes,Gambier Islands,-22.430041,-135.43067,NA,NA,NA,NA,NA,NA
Pseudoseisuropsis_cuelloi,Passeriformes,Furnariidae,Pseudoseisuropsis,PASSERIFORMES,Furnariidae,Extinct,22.99,15.25,4.43,5.34,22.7,84.28,13.66,78.37,30.96,EX_A,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Psilopterus_sp_Uruguay,Cariamiformes,Phorusrhacidae,Psilopterus,CARIAMIFORMES,Extinct,Extinct,86.9,51.66,17.18,26.3,135.43,404.93,48.86,333.01,3899.99,EX_U,EX_Other,EX_Other,No,continental_Neotropical,-12.193695,-58.142315,NA,NA,NA,NA,NA,NA
Psittacara_labati,Psittaciformes,Psittacidae,Psittacara,PSITTACIFORMES,Psittacidae,Aratinga,25.93,22.12,14.13,25.34,15.1,153.64,67.29,124.41,87,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Windward and Leeward Islands,14.603884,-61.00752,NA,NA,NA,NA,NA,NA
Psittacidae_sp_EasterIsland_1,Psittaciformes,Psittacidae,Psittacidae,PSITTACIFORMES,Psittacidae,NA,24.82,19.3,11.92,19.66,17.16,150.88,59.84,107.93,112.65,EX_A,EX_Other,EX_Other,Yes,Easter Island,-27.098473,-109.357475,NA,NA,NA,NA,NA,NA
Psittacidae_sp_EasterIsland_2,Psittaciformes,Psittacidae,Psittacidae,PSITTACIFORMES,Psittacidae,NA,24.8,19.26,11.88,19.66,17.16,151.15,59.73,108.29,112.65,EX_A,EX_Other,EX_Other,Yes,Easter Island,-27.098473,-109.357475,NA,NA,NA,NA,NA,NA
Psittacidae_sp_Reunion,Psittaciformes,Psittacidae,Psittacidae_sp.,PSITTACIFORMES,Psittacidae,NA,31.09,24.42,14.63,24.89,21.11,188.15,72.47,135.3,214,EX_A,EX_Other,EX_POST1500,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Psittacidae_sp_Rota,Psittaciformes,Psittacidae,Psittacidae_sp.,PSITTACIFORMES,Psittacidae,NA,32.02,25.19,15.04,25.67,21.7,193.47,74.28,139.39,235,EX_A,EX_Other,EX_Other,Yes,Mariana Islands,15.99253,145.811136,NA,NA,NA,NA,NA,NA
Alexandrinus_exsul,Psittaciformes,Psittacidae,Alexandrinus,PSITTACIFORMES,Psittacidae,Psittacula,31.51,24,14.79,24.12,22,208,77.71,194.5,177.59,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Palaeornis_wardi,Psittaciformes,Psittacidae,Palaeornis,PSITTACIFORMES,Psittacidae,Psittacula,35.23,29.36,19.03,31.57,19,173.75,105.17,186.5,199.9,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Inner Seychelles,-4.509035,55.617584,NA,NA,NA,NA,NA,NA
Ptaiochen_pau,Anseriformes,Anatidae,Ptaiochen,ANSERIFORMES,Anatidae,Extinct,71.63,45,23.18,22.4,74.59,352.95,80.2,162.09,5237.6,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Pterodroma_imberi,Procellariiformes,Procellariidae,Pterodroma,PROCELLARIIFORMES,Procellariidae,Pterodroma,38.24,23.56,9.25,10.81,37.86,280.47,182.13,117.81,376.6,EX_A,EX_Other,EX_Other,Yes,New Zealand Outlying Islands (East),-47.757303,179.03928,NA,NA,NA,NA,NA,NA
Pterodroma_jugabilis,Procellariiformes,Procellariidae,Pterodroma,PROCELLARIIFORMES,Procellariidae,Pterodroma,28.15,17.57,7.06,7.87,27.48,206.34,157.14,79,151.98,EX_A,EX_Other,EX_Other,Yes,Hawaiian Islands,22.453145,-161.146893,NA,NA,NA,NA,NA,NA
Pterodroma_rupinarum,Procellariiformes,Procellariidae,Pterodroma,PROCELLARIIFORMES,Procellariidae,Pterodroma,34.9,21.56,8.61,9.92,34.19,249.15,172.98,101.54,294,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Saint Helena,-15.963769,-5.707724,NA,NA,NA,NA,NA,NA
Pterodroma_sp_Hierro,Procellariiformes,Procellariidae,Pterodroma,PROCELLARIIFORMES,Procellariidae,Pterodroma,34.25,21.19,8.43,9.72,33.72,244.97,170.91,100.83,280.83,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Pterodroma_sp_Rodrigues,Procellariiformes,Procellariidae,Pterodroma,PROCELLARIIFORMES,Procellariidae,Pterodroma,40.49,24.84,9.57,11.35,41.42,295.16,181.77,123.92,425.25,EX_A,EX_Other,EX_POST1500,Yes,Mascarene Islands,-20.143514,59.622511,NA,NA,NA,NA,NA,NA
Ptilinopus_mercierii,Columbiformes,Columbidae,Ptilinopus,COLUMBIFORMES,Columbidae,Ptilinopus,16.92,6.7,4.05,4.31,22.05,132.75,38.25,74.25,110.16,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Marquesas,-9.555453,-139.438929,NA,NA,NA,NA,NA,NA
Ptilinopus_sp_Mangavera,Columbiformes,Columbidae,Ptilinopus,COLUMBIFORMES,Columbidae,Ptilinopus,18.54,8.59,4.24,4.32,23.23,132.85,38.42,74.42,122.45,EX_A,EX_Other,EX_POST1500,Yes,Gambier Islands,-22.430041,-135.43067,NA,NA,NA,NA,NA,NA
Ptilinopus_sp_Tubuai,Columbiformes,Columbidae,Ptilinopus,COLUMBIFORMES,Columbidae,Ptilinopus,20.54,9.51,4.65,4.79,25.48,146.05,41.69,82.07,168,EX_A,EX_Other,EX_Other,Yes,Austral Islands,-23.013194,-150.247724,NA,NA,NA,NA,NA,NA
Puffinus_holeae,Procellariiformes,Procellariidae,Puffinus,PROCELLARIIFORMES,Procellariidae,Puffinus,55.07,34.85,8.46,9.11,46.6,240.35,131.32,78.88,371.77,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Puffinus_olsoni,Procellariiformes,Procellariidae,Puffinus,PROCELLARIIFORMES,Procellariidae,Puffinus,39.21,23.22,6.04,7.26,41.44,204.28,107.89,56.18,210,EX_A,EX_Other,EX_Other,Yes,Canary Islands,28.004018,-15.596451,NA,NA,NA,NA,NA,NA
Puffinus_pacificoides,Procellariiformes,Procellariidae,Puffinus,PROCELLARIIFORMES,Procellariidae,Puffinus,39.23,23.96,6.43,7.38,39.63,201.96,111.19,71.25,264.11,EX_U,EX_Other,EX_Other,Yes,Saint Helena,-15.963769,-5.707724,NA,NA,NA,NA,NA,NA
Puffinus_spelaeus,Procellariiformes,Procellariidae,Puffinus,PROCELLARIIFORMES,Procellariidae,Puffinus,40.05,24.46,6.44,7.17,38.34,203.54,123.46,68.02,250,EX_A,EX_Other,EX_Other,Yes,New Zealand,-41.437598,174.075856,NA,NA,NA,NA,NA,NA
Pulsatrix_arredondoi,Strigiformes,Strigidae,Pulsatrix,STRIGIFORMES,Strigidae,Pulsatrix,36.56,21.59,11.18,19.11,44.7,288.31,82.84,182.32,421.81,EX_A,EX_Other,EX_Other,Yes,"Cuba, Jamaica and Cayman Islands",19.936934,-78.983243,NA,NA,NA,NA,NA,NA
Pycnoptilus_fordi,Passeriformes,Acanthizidae,Pycnoptilus,PASSERIFORMES,Acanthizidae,Pycnoptilus,15.51,8.06,3.36,3.89,26.45,72.79,8.75,64.36,25.09,EX_A,EX_Other,EX_Other,No,continental_Australasia,-24.306003,133.573578,NA,NA,NA,NA,NA,NA
Pyelorhamphus_molothroides,Passeriformes,Icteridae,Pyelorhamphus,PASSERIFORMES,Icteridae,Extinct,25.22,16.56,6.03,8.26,28.99,112.12,22.93,88.69,56,EX_A,EX_Other,EX_Other,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
Pyrocephalus_dubius,Passeriformes,Tyrannidae,Pyrocephalus,PASSERIFORMES,Tyrannidae,Pyrocephalus,9.65,6.98,4.3,3.33,16.51,56.64,13.22,48.26,10.14,EX_IUCN,EX_IUCN,EX_IUCN,Yes,Galapagos Islands,-0.203778,-90.41951,NA,NA,NA,NA,NA,NA
Pyrrhula_crassa,Passeriformes,Fringillidae,Pyrrhula,PASSERIFORMES,Fringillidae,Pyrrhula,17.01,11.19,9.07,10.36,22.34,101.61,19.63,88.62,46.4,EX_A,EX_Other,EX_Other,Yes,Azores,38.436955,-28.2947,NA,NA,NA,NA,NA,NA
Quiscalus_palustris,Passeriformes,Icteridae,Quiscalus,PASSERIFORMES,Icteridae,Quiscalus,37.44,24.86,6.36,9.16,41.4,154.25,43.14,162.38,109.59,EX_IUCN,EX_IUCN,EX_IUCN,No,continental_Nearctic,49.060652,-103.045295,NA,NA,NA,NA,NA,NA
