species,species_BirdLife,Extant,ExtinctionPeriod,ExtinctionType,IslandEndemic,IUCN,GenLength,IslandEndemic2
Megapodius_layardi,Megapodius_layardi,Extant,Current,Current,Yes,VU,4.801,Yes
Megapodius_eremita,Megapodius_eremita,Extant,Current,Current,Yes,LC,5.8,Yes
Megapodius_geelvinkianus,Megapodius_geelvinkianus,Extant,Current,Current,Yes,NT,4.759,Yes
Megapodius_reinwardt,Megapodius_reinwardt,Extant,Current,Current,No,LC,4.817,No
Megapodius_sp_Eua,Megapodius_sp_Eua,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Megapodius_freycinet,Megapodius_freycinet,Extant,Current,Current,No,LC,4.518,No
Megapodius_affinis,Megapodius_decollatus,Extant,Current,Current,No,LC,4.527,No
Eulipoa_wallacei,Eulipoa_wallacei,Extant,Current,Current,Yes,VU,6.938,Yes
Ortalis_motmot,Ortalis_motmot,Extant,Current,Current,No,LC,4.227,No
Ortalis_vetula,Ortalis_vetula,Extant,Current,Current,No,LC,4.805,No
Ortalis_leucogastra,Ortalis_leucogastra,Extant,Current,Current,No,LC,4.515,No
Ortalis_poliocephala,Ortalis_poliocephala,Extant,Current,Current,No,LC,3.86,No
Ortalis_erythroptera,Ortalis_erythroptera,Extant,Current,Current,No,VU,4.698,No
Ortalis_cinereiceps,Ortalis_cinereiceps,Extant,Current,Current,No,LC,4.283,No
Ortalis_wagleri,Ortalis_wagleri,Extant,Current,Current,No,LC,4.918,No
Ortalis_guttata,Multiple,Extant,Current,Current,No,LC,3.641,No
Ortalis_superciliaris,Ortalis_superciliaris,Extant,Current,Current,No,LC,4.643,No
Ortalis_canicollis,Ortalis_canicollis,Extant,Current,Current,No,LC,4.509,No
Ortalis_garrula,Ortalis_garrula,Extant,Current,Current,No,LC,4.346,No
Ortalis_ruficauda,Ortalis_ruficauda,Extant,Current,Current,No,LC,4.2,No
Mitu_mitu,Mitu_mitu,Extinct,EX_IUCN,EX_IUCN,No,EX,NA,No
Pauxi_unicornis,Multiple,Extant,Current,Current,No,CR,6.9385,No
Mitu_tuberosum,Mitu_tuberosum,Extant,Current,Current,No,NT,7.764,No
Mitu_salvini,Mitu_salvini,Extant,Current,Current,No,LC,8.4,No
Mitu_tomentosum,Mitu_tomentosum,Extant,Current,Current,No,NT,7.745,No
Pauxi_pauxi,Pauxi_pauxi,Extant,Current,Current,No,EN,9.299,No
Nothocrax_urumutum,Nothocrax_urumutum,Extant,Current,Current,No,LC,8.056,No
Crax_fasciolata,Multiple,Extant,Current,Current,No,VU,6.859,No
Crax_alector,Crax_alector,Extant,Current,Current,No,LC,7.981,No
Crax_blumenbachii,Crax_blumenbachii,Extant,Current,Current,No,EN,8.491,No
Crax_globulosa,Crax_globulosa,Extant,Current,Current,No,EN,8.19,No
Crax_daubentoni,Crax_daubentoni,Extant,Current,Current,No,NT,7.787,No
Crax_rubra,Crax_rubra,Extant,Current,Current,No,VU,8.745,No
Crax_alberti,Crax_alberti,Extant,Current,Current,No,CR,7.596,No
Oreophasis_derbianus,Oreophasis_derbianus,Extant,Current,Current,No,EN,9.131,No
Chamaepetes_goudotii,Chamaepetes_goudotii,Extant,Current,Current,No,LC,6.396,No
Chamaepetes_unicolor,Chamaepetes_unicolor,Extant,Current,Current,No,LC,7,No
Penelopina_nigra,Penelopina_nigra,Extant,Current,Current,No,VU,7.046,No
Aburria_aburri,Aburria_aburri,Extant,Current,Current,No,NT,7.419,No
Pipile_pipile,Pipile_pipile,Extant,Current,Current,No,CR,8.257,No
Pipile_cumanensis,Multiple,Extant,Current,Current,No,LC,4.873,No
Pipile_cujubi,Pipile_cujubi,Extant,Current,Current,No,VU,7.001,No
Pipile_jacutinga,Pipile_jacutinga,Extant,Current,Current,No,EN,7.381,No
Penelope_pileata,Penelope_pileata,Extant,Current,Current,No,VU,6.023,No
Penelope_obscura,Penelope_obscura,Extant,Current,Current,No,LC,7.636,No
Penelope_ortoni,Penelope_ortoni,Extant,Current,Current,No,EN,6.845,No
Penelope_ochrogaster,Penelope_ochrogaster,Extant,Current,Current,No,VU,7.204,No
Penelope_perspicax,Penelope_perspicax,Extant,Current,Current,No,VU,7.123,No
Penelope_argyrotis,Penelope_argyrotis,Extant,Current,Current,No,LC,6.188,No
Penelope_superciliaris,Penelope_superciliaris,Extant,Current,Current,No,NT,5.959,No
Penelope_dabbenei,Penelope_dabbenei,Extant,Current,Current,No,LC,6.422,No
Penelope_marail,Penelope_marail,Extant,Current,Current,No,LC,6.221,No
Penelope_albipennis,Penelope_albipennis,Extant,Current,Current,No,EN,7.373,No
Penelope_montagnii,Penelope_montagnii,Extant,Current,Current,No,LC,6.295,No
Penelope_jacquacu,Penelope_jacquacu,Extant,Current,Current,No,LC,7.441,No
Penelope_purpurascens,Penelope_purpurascens,Extant,Current,Current,No,NT,7.681,No
Penelope_barbata,Penelope_barbata,Extant,Current,Current,No,NT,6.797,No
Penelope_jacucaca,Penelope_jacucaca,Extant,Current,Current,No,VU,6.91,No
Acryllium_vulturinum,Acryllium_vulturinum,Extant,Current,Current,No,LC,2.541,No
Guttera_plumifera,Guttera_plumifera,Extant,Current,Current,No,LC,3.014,No
Guttera_pucherani,Multiple,Extant,Current,Current,No,LC,3.046,No
Agelastes_meleagrides,Agelastes_meleagrides,Extant,Current,Current,No,VU,2.462,No
Agelastes_niger,Agelastes_niger,Extant,Current,Current,No,LC,6.127,No
Numida_meleagris,Numida_meleagris,Extant,Current,Current,No,LC,2.682,No
Dendrortyx_macroura,Dendrortyx_macroura,Extant,Current,Current,No,LC,4.703,No
Dendrortyx_leucophrys,Dendrortyx_leucophrys,Extant,Current,Current,No,LC,4.378,No
Dendrortyx_barbatus,Dendrortyx_barbatus,Extant,Current,Current,No,VU,5.418,No
Philortyx_fasciatus,Philortyx_fasciatus,Extant,Current,Current,No,LC,2.846,No
Callipepla_squamata,Callipepla_squamata,Extant,Current,Current,No,LC,2.153,No
Callipepla_douglasii,Callipepla_douglasii,Extant,Current,Current,No,LC,2.524,No
Callipepla_californica,Callipepla_californica,Extant,Current,Current,No,LC,2.222,No
Callipepla_gambelii,Callipepla_gambelii,Extant,Current,Current,No,LC,2.126,No
Colinus_virginianus,Colinus_virginianus,Extant,Current,Current,No,NT,2.259,No
Colinus_cristatus,Colinus_cristatus,Extant,Current,Current,No,LC,1.532,No
Colinus_nigrogularis,Colinus_nigrogularis,Extant,Current,Current,No,LC,2.507,No
Colinus_leucopogon,Colinus_leucopogon,Extant,Current,Current,No,LC,2.543,No
Oreortyx_pictus,Oreortyx_pictus,Extant,Current,Current,No,LC,2.578,No
Neortyx_peninsularis,Neortyx_peninsularis,Extinct,EX_Other,EX_A,No,EX,NA,No
Odontophorus_erythrops,Odontophorus_erythrops,Extant,Current,Current,No,LC,5.194,No
Odontophorus_melanonotus,Odontophorus_melanonotus,Extant,Current,Current,No,VU,5.198,No
Odontophorus_hyperythrus,Odontophorus_hyperythrus,Extant,Current,Current,No,LC,5.32,No
Odontophorus_stellatus,Odontophorus_stellatus,Extant,Current,Current,No,LC,5.26,No
Odontophorus_guttatus,Odontophorus_guttatus,Extant,Current,Current,No,LC,4.254,No
Odontophorus_melanotis,Odontophorus_melanotis,Extant,Current,Current,No,LC,4.731,No
Odontophorus_leucolaemus,Odontophorus_leucolaemus,Extant,Current,Current,No,LC,4.016,No
Odontophorus_balliviani,Odontophorus_balliviani,Extant,Current,Current,No,LC,5.126,No
Odontophorus_dialeucos,Odontophorus_dialeucos,Extant,Current,Current,No,LC,4.923,No
Odontophorus_strophium,Odontophorus_strophium,Extant,Current,Current,No,VU,5.073,No
Odontophorus_columbianus,Odontophorus_columbianus,Extant,Current,Current,No,NT,3.785,No
Odontophorus_speciosus,Odontophorus_speciosus,Extant,Current,Current,No,NT,5.163,No
Odontophorus_gujanensis,Odontophorus_gujanensis,Extant,Current,Current,No,LC,4.673,No
Odontophorus_capueira,Odontophorus_capueira,Extant,Current,Current,No,LC,4.519,No
Odontophorus_atrifrons,Odontophorus_atrifrons,Extant,Current,Current,No,VU,5.028,No
Cyrtonyx_montezumae,Multiple,Extant,Current,Current,No,LC,2.4615,No
Cyrtonyx_ocellatus,Cyrtonyx_ocellatus,Extant,Current,Current,No,VU,4.064,No
Rhynchortyx_cinctus,Rhynchortyx_cinctus,Extant,Current,Current,No,LC,4.306,No
Dactylortyx_thoracicus,Dactylortyx_thoracicus,Extant,Current,Current,No,LC,3.387,No
Ptilopachus_petrosus,Ptilopachus_petrosus,Extant,Current,Current,No,LC,3.335,No
Xenoperdix_udzungwensis,Xenoperdix_udzungwensis,Extant,Current,Current,No,EN,4.763,No
Arborophila_javanica,Arborophila_javanica,Extant,Current,Current,No,LC,4.238,No
Arborophila_crudigularis,Arborophila_crudigularis,Extant,Current,Current,No,LC,2.721,No
Arborophila_charltonii,Multiple,Extant,Current,Current,No,LC,4.714,No
Arborophila_campbelli,Arborophila_campbelli,Extant,Current,Current,No,LC,4.889,No
Arborophila_orientalis,Arborophila_orientalis,Extant,Current,Current,No,VU,4.959,No
Arborophila_cambodiana,Arborophila_cambodiana,Extant,Current,Current,No,LC,4.694,No
Arborophila_sumatrana,Arborophila_sumatrana,Extant,Current,Current,No,LC,4.912,No
Arborophila_mandellii,Arborophila_mandellii,Extant,Current,Current,No,VU,4.347,No
Arborophila_rubrirostris,Arborophila_rubrirostris,Extant,Current,Current,No,LC,4.463,No
Arborophila_hyperythra,Arborophila_hyperythra,Extant,Current,Current,No,LC,4.749,No
Arborophila_ardens,Arborophila_ardens,Extant,Current,Current,No,VU,4.985,No
Arborophila_rufogularis,Arborophila_rufogularis,Extant,Current,Current,No,LC,4.332,No
Arborophila_rolli,Arborophila_rolli,Extant,Current,Current,No,LC,5.323,No
Arborophila_brunneopectus,Arborophila_brunneopectus,Extant,Current,Current,No,LC,4.642,No
Arborophila_atrogularis,Arborophila_atrogularis,Extant,Current,Current,No,NT,3.942,No
Arborophila_gingica,Arborophila_gingica,Extant,Current,Current,No,NT,3.413,No
Arborophila_chloropus,Arborophila_chloropus,Extant,Current,Current,No,LC,4.72,No
Arborophila_rufipectus,Arborophila_rufipectus,Extant,Current,Current,No,EN,3.912,No
Arborophila_torqueola,Arborophila_torqueola,Extant,Current,Current,No,LC,4.202,No
Arborophila_davidi,Arborophila_davidi,Extant,Current,Current,No,NT,4.57,No
Melanoperdix_niger,Melanoperdix_niger,Extant,Current,Current,No,VU,4.38,No
Caloperdix_oculeus,Caloperdix_oculeus,Extant,Current,Current,No,NT,2.37,No
Rollulus_rouloul,Rollulus_rouloul,Extant,Current,Current,No,VU,3.556,No
Bonasa_sewerzowi,Bonasa_sewerzowi,Extant,Current,Current,No,NT,2.554,No
Bonasa_bonasia,Bonasa_bonasia,Extant,Current,Current,No,LC,2.496,No
Tetrastes_daliannsis,Tetrastes_daliannsis,Extinct,EX_Other,EX_A,No,EX,NA,No
Bonasa_umbellus,Bonasa_umbellus,Extant,Current,Current,No,LC,2.398,No
Tetrao_tetrix,Lyrurus_tetrix,Extant,Current,Current,No,LC,3.375,No
Tetrao_mlokosiewiczi,Lyrurus_mlokosiewiczi,Extant,Current,Current,No,NT,3.849,No
Tetrao_parvirostris,Tetrao_urogalloides,Extant,Current,Current,No,LC,6.019,No
Tetrao_urogallus,Tetrao_urogallus,Extant,Current,Current,No,LC,5.649,No
Dendragapus_canadensis,Multiple,Extant,Current,Current,No,LC,3.05,No
Dendragapus_falcipennis,Falcipennis_falcipennis,Extant,Current,Current,No,NT,2.964,No
Lerwa_lerwa,Lerwa_lerwa,Extant,Current,Current,No,LC,5.286,No
Dendragapus_obscurus,Dendragapus_obscurus,Extant,Current,Current,No,LC,4.475,No
Dendragapus_fuliginosus,Dendragapus_fuliginosus,Extant,Current,Current,No,LC,3.584,No
Dendragapus_gilli,Dendragapus_gilli,Extinct,EX_Other,EX_A,No,EX,NA,No
Tympanuchus_phasianellus,Tympanuchus_phasianellus,Extant,Current,Current,No,LC,2.538,No
Tympanuchus_cupido,Tympanuchus_cupido,Extant,Current,Current,No,NT,2.634,No
Tympanuchus_pallidicinctus,Tympanuchus_pallidicinctus,Extant,Current,Current,No,VU,2.835,No
Tympanuchus_ceres,Tympanuchus_ceres,Extinct,EX_Other,EX_U,No,EX,NA,No
Centrocercus_minimus,Centrocercus_minimus,Extant,Current,Current,No,EN,4.623,No
Centrocercus_urophasianus,Centrocercus_urophasianus,Extant,Current,Current,No,NT,3.823,No
Lagopus_muta,Lagopus_muta,Extant,Current,Current,No,LC,2.993,No
Lagopus_lagopus,Lagopus_lagopus,Extant,Current,Current,No,LC,2.333,No
Lagopus_leucura,Lagopus_leucura,Extant,Current,Current,No,LC,4.116,No
Meleagris_gallopavo,Meleagris_gallopavo,Extant,Current,Current,No,LC,4.69,No
Meleagris_crassipes,Meleagris_crassipes,Extinct,EX_Other,EX_A,No,EX,NA,No
Meleagris_californicus,Meleagris_californicus,Extinct,EX_Other,EX_A,No,EX,NA,No
Meleagris_ocellata,Meleagris_ocellata,Extant,Current,Current,No,NT,3.536,No
Pucrasia_macrolopha,Pucrasia_macrolopha,Extant,Current,Current,No,LC,5.112,No
Rhizothera_longirostris,Multiple,Extant,Current,Current,No,NT,4.5745,No
Phasianus_versicolor,Phasianus_versicolor,Extant,Current,Current,No,LC,3.919,No
Phasianus_colchicus,Phasianus_colchicus,Extant,Current,Current,No,LC,4.773,No
Phasianus_yanshansis,Phasianus_yanshansis,Extinct,EX_Other,EX_A,No,EX,NA,No
Crossoptilon_crossoptilon,Crossoptilon_crossoptilon,Extant,Current,Current,No,NT,5.65,No
Crossoptilon_mantchuricum,Crossoptilon_mantchuricum,Extant,Current,Current,No,VU,4.876,No
Crossoptilon_auritum,Crossoptilon_auritum,Extant,Current,Current,No,LC,5.083,No
Crossoptilon_harmani,Crossoptilon_harmani,Extant,Current,Current,No,NT,5.651,No
Catreus_wallichi,Catreus_wallichii,Extant,Current,Current,No,VU,4.417,No
Lophura_inornata,Lophura_inornata,Extant,Current,Current,No,NT,7.626,No
Lophura_hoogerwerfi,Lophura_inornata,Extant,Current,Current,No,NT,7.626,No
Lophura_ignita,Multiple,Extant,Current,Current,No,VU,4.138,No
Lophura_diardi,Lophura_diardi,Extant,Current,Current,No,LC,4.991,No
Lophura_swinhoii,Lophura_swinhoii,Extant,Current,Current,No,NT,5.069,No
Lophura_hatinhensis,888,Extant,Current,Current,No,CR,5.293,No
Lophura_edwardsi,Lophura_edwardsi,Extant,Current,Current,No,CR,5.293,No
Lophura_leucomelanos,Lophura_leucomelanos,Extant,Current,Current,No,LC,4.301,No
Lophura_nycthemera,Lophura_nycthemera,Extant,Current,Current,No,LC,4.85,No
Lophura_bulweri,Lophura_bulweri,Extant,Current,Current,No,VU,8.412,No
Lophura_erythrophthalma,Multiple,Extant,Current,Current,No,VU,4.3475,No
Chrysolophus_amherstiae,Chrysolophus_amherstiae,Extant,Current,Current,No,LC,3.843,No
Chrysolophus_pictus,Chrysolophus_pictus,Extant,Current,Current,No,LC,2.997,No
Syrmaticus_soemmerringii,Syrmaticus_soemmerringii,Extant,Current,Current,No,NT,4.243,No
Syrmaticus_humiae,Syrmaticus_humiae,Extant,Current,Current,No,NT,3.688,No
Syrmaticus_ellioti,Syrmaticus_ellioti,Extant,Current,Current,No,NT,4.068,No
Syrmaticus_mikado,Syrmaticus_mikado,Extant,Current,Current,No,NT,3.891,No
Syrmaticus_reevesii,Syrmaticus_reevesii,Extant,Current,Current,No,VU,3.994,No
Perdix_hodgsoniae,Perdix_hodgsoniae,Extant,Current,Current,No,LC,3.245,No
Perdix_perdix,Perdix_perdix,Extant,Current,Current,No,LC,1.933,No
Perdix_dauurica,Perdix_dauurica,Extant,Current,Current,No,LC,1.489,No
Tetraophasis_szechenyii,Tetraophasis_szechenyii,Extant,Current,Current,No,LC,5.518,No
Tetraophasis_obscurus,Tetraophasis_obscurus,Extant,Current,Current,No,LC,5.342,No
Lophophorus_sclateri,Lophophorus_sclateri,Extant,Current,Current,No,VU,6.39,No
Lophophorus_impejanus,Lophophorus_impejanus,Extant,Current,Current,No,LC,6.587,No
Lophophorus_lhuysii,Lophophorus_lhuysii,Extant,Current,Current,No,VU,8.071,No
Tragopan_blythii,Tragopan_blythii,Extant,Current,Current,No,VU,6.501,No
Tragopan_satyra,Tragopan_satyra,Extant,Current,Current,No,NT,6.178,No
Tragopan_temminckii,Tragopan_temminckii,Extant,Current,Current,No,LC,4.795,No
Tragopan_melanocephalus,Tragopan_melanocephalus,Extant,Current,Current,No,VU,5.509,No
Tragopan_caboti,Tragopan_caboti,Extant,Current,Current,No,VU,5.132,No
Ithaginis_cruentus,Ithaginis_cruentus,Extant,Current,Current,No,LC,4.912,No
Polyplectron_napoleonis,Polyplectron_napoleonis,Extant,Current,Current,No,VU,5.99,No
Polyplectron_malacense,Polyplectron_malacense,Extant,Current,Current,No,VU,7.412,No
Polyplectron_schleiermacheri,Polyplectron_schleiermacheri,Extant,Current,Current,No,EN,6.657,No
Polyplectron_germaini,Polyplectron_germaini,Extant,Current,Current,No,NT,6.613,No
Polyplectron_inopinatum,Polyplectron_inopinatum,Extant,Current,Current,No,VU,5.767,No
Polyplectron_bicalcaratum,Polyplectron_bicalcaratum,Extant,Current,Current,No,LC,6.355,No
Polyplectron_chalcurum,Polyplectron_chalcurum,Extant,Current,Current,No,LC,6.304,No
Polyplectron_katsumatae,Polyplectron_katsumatae,Extant,Current,Current,No,EN,5.631,No
Haematortyx_sanguiniceps,Haematortyx_sanguiniceps,Extant,Current,Current,No,LC,2.627,No
Galloperdix_lunulata,Galloperdix_lunulata,Extant,Current,Current,No,LC,4.731,No
Galloperdix_bicalcarata,Galloperdix_bicalcarata,Extant,Current,Current,No,LC,5.745,No
Galloperdix_spadicea,Galloperdix_spadicea,Extant,Current,Current,No,LC,5.144,No
Rheinardia_ocellata,Rheinardia_ocellata,Extant,Current,Current,No,CR,5.826,No
Argusianus_argus,Argusianus_argus,Extant,Current,Current,No,VU,8.373,No
Afropavo_congensis,Afropavo_congensis,Extant,Current,Current,No,VU,7.305,No
Pavo_muticus,Pavo_muticus,Extant,Current,Current,No,EN,7.936,No
Pavo_cristatus,Pavo_cristatus,Extant,Current,Current,No,LC,8.83,No
Francolinus_lathami,Peliperdix_lathami,Extant,Current,Current,No,LC,5.502,No
Francolinus_schlegelii,Peliperdix_schlegelii,Extant,Current,Current,No,LC,4.226,No
Francolinus_albogularis,Peliperdix_albogularis,Extant,Current,Current,No,LC,3.613,No
Francolinus_coqui,Peliperdix_coqui,Extant,Current,Current,No,LC,4.074,No
Francolinus_sephaena,Dendroperdix_sephaena,Extant,Current,Current,No,LC,3.661,No
Francolinus_francolinus,Francolinus_francolinus,Extant,Current,Current,No,LC,2.26,No
Francolinus_pondicerianus,Francolinus_pondicerianus,Extant,Current,Current,No,LC,2.368,No
Francolinus_gularis,Francolinus_gularis,Extant,Current,Current,No,VU,4.528,No
Francolinus_pintadeanus,Francolinus_pintadeanus,Extant,Current,Current,No,LC,3.23,No
Francolinus_pictus,Francolinus_pictus,Extant,Current,Current,No,LC,3.678,No
Gallus_sonneratii,Gallus_sonneratii,Extant,Current,Current,No,LC,5.218,No
Gallus_varius,Gallus_varius,Extant,Current,Current,No,LC,5.916,No
Gallus_gallus,Gallus_gallus,Extant,Current,Current,No,LC,5.283,No
Gallus_lafayetii,Gallus_lafayettii,Extant,Current,Current,No,LC,7.1,No
Bambusicola_fytchii,Bambusicola_fytchii,Extant,Current,Current,No,LC,3.695,No
Bambusicola_thoracicus,Multiple,Extant,Current,Current,No,LC,2.667,No
Francolinus_finschi,Scleroptila_finschi,Extant,Current,Current,No,LC,4.678,No
Francolinus_shelleyi,Multiple,Extant,Current,Current,No,LC,3.918,No
Francolinus_levaillantoides,Scleroptila_gutturalis,Extant,Current,Current,No,LC,3.239,No
Francolinus_levaillantii,Scleroptila_levaillantii,Extant,Current,Current,No,LC,3.146,No
Francolinus_psilolaemus,Multiple,Extant,Current,Current,No,NT,3.8465,No
Francolinus_africanus,Scleroptila_afra,Extant,Current,Current,No,LC,4.356,No
Francolinus_streptophorus,Scleroptila_streptophora,Extant,Current,Current,No,NT,4.608,No
Coturnix_chinensis,Multiple,Extant,Current,Current,No,LC,2.594,No
Coturnix_ypsilophora,Synoicus_ypsilophorus,Extant,Current,Current,No,LC,2.22,No
Coturnix_coromandelica,Coturnix_coromandelica,Extant,Current,Current,No,LC,2.541,No
Margaroperdix_madagascariensis,Margaroperdix_madagarensis,Extant,Current,Current,Yes,LC,1.534,Yes
Anurophasis_monorthonyx,Anurophasis_monorthonyx,Extant,Current,Current,No,NT,5.055,No
Coturnix_pectoralis,Coturnix_pectoralis,Extant,Current,Current,No,LC,2.346,No
Coturnix_novaezelandiae,Coturnix_novaezelandiae,Extinct,EX_IUCN,EX_IUCN,Yes,EX,NA,Yes
Coturnix_coturnix,Coturnix_coturnix,Extant,Current,Current,No,LC,2.933,No
Coturnix_alabrevis,Coturnix_alabrevis,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Coturnix_sp_Graciosa,Coturnix_sp_Graciosa,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Coturnix_gomerae,Coturnix_gomerae,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Coturnix_sp_Bugio,Coturnix_sp_Bugio,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Coturnix_centensis,Coturnix_centensis,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Coturnix_sp_SantaMaria,Coturnix_sp_SantaMaria,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Coturnix_lignorum,Coturnix_lignorum,Extinct,EX_Other,EX_A,Yes,EX,NA,Yes
Coturnix_delegorguei,Coturnix_delegorguei,Extant,Current,Current,No,LC,2.315,No
Coturnix_japonica,Coturnix_japonica,Extant,Current,Current,No,NT,2.167,No
Tetraogallus_tibetanus,Tetraogallus_tibetanus,Extant,Current,Current,No,LC,4.508,No
Tetraogallus_caucasicus,Tetraogallus_caucasicus,Extant,Current,Current,No,LC,3.963,No
Tetraogallus_altaicus,Tetraogallus_altaicus,Extant,Current,Current,No,LC,4.907,No
Tetraogallus_caspius,Tetraogallus_caspius,Extant,Current,Current,No,LC,4.03,No
Tetraogallus_himalayensis,Tetraogallus_himalayensis,Extant,Current,Current,No,LC,3.783,No
Francolinus_hartlaubi,Pternistis_hartlaubi,Extant,Current,Current,No,LC,3.106,No
Francolinus_rufopictus,Pternistis_rufopictus,Extant,Current,Current,No,LC,4.827,No
Francolinus_afer,Pternistis_afer,Extant,Current,Current,No,LC,4.138,No
Francolinus_swainsonii,Pternistis_swainsonii,Extant,Current,Current,No,LC,4.465,No
Francolinus_leucoscepus,Pternistis_leucoscepus,Extant,Current,Current,No,LC,4.608,No
Francolinus_ahantensis,Pternistis_ahantensis,Extant,Current,Current,No,LC,4.498,No
Francolinus_camerunensis,Pternistis_camerunensis,Extant,Current,Current,No,EN,5.907,No
Francolinus_bicalcaratus,Pternistis_bicalcaratus,Extant,Current,Current,No,LC,4.103,No
Francolinus_squamatus,Pternistis_squamatus,Extant,Current,Current,No,LC,4.024,No
Francolinus_hildebrandti,Pternistis_hildebrandti,Extant,Current,Current,No,LC,4.203,No
Francolinus_natalensis,Pternistis_natalensis,Extant,Current,Current,No,LC,4.606,No
Francolinus_nobilis,Pternistis_nobilis,Extant,Current,Current,No,LC,5.464,No
Francolinus_capensis,Pternistis_capensis,Extant,Current,Current,No,LC,4.244,No
Francolinus_adspersus,Pternistis_adspersus,Extant,Current,Current,No,LC,3.819,No
Francolinus_clappertoni,Pternistis_clappertoni,Extant,Current,Current,No,LC,5.645,No
Francolinus_icterorhynchus,Pternistis_icterorhynchus,Extant,Current,Current,No,LC,3.888,No
Francolinus_griseostriatus,Pternistis_griseostriatus,Extant,Current,Current,No,LC,4.172,No
Francolinus_harwoodi,Pternistis_harwoodi,Extant,Current,Current,No,NT,4.558,No
Francolinus_swierstrai,Pternistis_swierstrai,Extant,Current,Current,No,EN,4.576,No
Francolinus_jacksoni,Pternistis_jacksoni,Extant,Current,Current,No,LC,6.48,No
Francolinus_castaneicollis,Multiple,Extant,Current,Current,No,LC,3.9725,No
Francolinus_ochropectus,Pternistis_ochropectus,Extant,Current,Current,No,CR,6.168,No
Francolinus_erckelii,Pternistis_erckelii,Extant,Current,Current,No,LC,4.7,No
Ammoperdix_heyi,Ammoperdix_heyi,Extant,Current,Current,No,LC,3.125,No
Ammoperdix_griseogularis,Ammoperdix_griseogularis,Extant,Current,Current,No,LC,2.7,No
Perdicula_asiatica,Perdicula_asiatica,Extant,Current,Current,No,LC,2.517,No
Perdicula_argoondah,Perdicula_argoondah,Extant,Current,Current,No,LC,2.462,No
Perdicula_erythrorhyncha,Perdicula_erythrorhyncha,Extant,Current,Current,No,LC,2.497,No
Perdicula_manipurensis,Perdicula_manipurensis,Extant,Current,Current,No,EN,2.994,No
Alectoris_magna,Alectoris_magna,Extant,Current,Current,No,LC,2.994,No
